1,0.0683907,0.117683
2,0.0742352,0.0819963
3,0.0864435,0.103488
4,0.0964435,0.097475
5,0.101718,0.102895
6,0.108992,0.107108
7,0.117062,0.0973537
8,0.120047,0.081625
9,0.126401,0.103159
10,0.130895,0.105672
11,0.131485,0.0925435
12,0.136982,0.111518
13,0.140136,0.10809
14,0.14204,0.0756352
15,0.144618,0.0985259
16,0.146262,0.100654
17,0.149459,0.0591287
18,0.151614,0.0898759
19,0.161733,0.0898759
20,0.159263,0.0792713
21,0.155778,0.0796722
22,0.155289,0.116652
23,0.156041,0.0701648
24,0.1572,0.0805278
25,0.160948,0.0811074
26,0.162863,0.0661556
27,0.167891,0.0830481
28,0.170659,0.0957463
29,0.173326,0.0783954
30,0.174167,0.0913315
31,0.175656,0.0909463
32,0.178106,0.0746111
33,0.177411,0.0941954
34,0.177629,0.0966028
35,0.178079,0.0881889
36,0.179562,0.09145
37,0.179281,0.0953574
38,0.180018,0.0717204
39,0.181525,0.0875389
40,0.184047,0.0976898
41,0.184766,0.0785898
42,0.184225,0.0857463
43,0.184299,0.0938343
44,0.186241,0.0938343
45,0.185547,0.111468
46,0.183958,0.114256
47,0.183449,0.110416
48,0.184121,0.106705
49,0.186247,0.104297
50,0.187095,0.0893565
51,0.188821,0.0988639
52,0.18811,0.094238
53,0.189995,0.0965898
54,0.193888,0.102294
55,0.200875,0.107962
56,0.204921,0.0944306
57,0.210814,0.111782
58,0.216835,0.119865
59,0.218892,0.112179
60,0.224003,0.123875
61,0.229914,0.129131
62,0.234082,0.121158
63,0.240947,0.139527
64,0.243936,0.143494
65,0.242725,0.120282
66,0.243388,0.136006
67,0.244262,0.142812
68,0.244425,0.121028
69,0.244894,0.121028
70,0.244355,0.15002
71,0.242966,0.118891
72,0.238629,0.153357
73,0.237969,0.130542
74,0.235258,0.118194
75,0.231899,0.116775
76,0.229936,0.141234
77,0.230469,0.107416
78,0.225656,0.163755
79,0.222344,0.175099
80,0.220348,0.129642
81,0.220485,0.114736
82,0.22257,0.10821
83,0.226262,0.0951509
84,0.237469,0.131155
85,0.248862,0.143225
86,0.254008,0.137821
87,0.266085,0.150384
88,0.279779,0.157198
89,0.285756,0.153184
90,0.296079,0.17944
91,0.306137,0.184344
92,0.310103,0.170203
93,0.317388,0.194692
94,0.385873,0.194692
95,0.378423,0.194692
96,0.372164,0.194692
97,0.368435,0.288106
98,0.365113,0.259755
