1,0.0683972,0.117206
2,0.0766556,0.0814093
3,0.0888074,0.102721
4,0.0988222,0.0966917
5,0.103696,0.102181
6,0.11137,0.106111
7,0.119348,0.0965481
8,0.122526,0.0805185
9,0.128856,0.102344
10,0.133426,0.105141
11,0.134063,0.0917509
12,0.139619,0.110535
13,0.143019,0.107113
14,0.144922,0.0746778
15,0.1475,0.0975389
16,0.149144,0.0996926
17,0.152344,0.0581315
18,0.15443,0.0889
19,0.163548,0.0889
20,0.162148,0.0783
21,0.158663,0.078687
22,0.158007,0.115694
23,0.15873,0.0691639
24,0.160085,0.0795481
25,0.163822,0.0801056
26,0.165748,0.0651852
27,0.170719,0.0820556
28,0.173544,0.0947926
29,0.176211,0.0774056
30,0.177052,0.0903444
31,0.178542,0.089913
32,0.180856,0.0736204
33,0.180222,0.09315
34,0.180511,0.0955778
35,0.180893,0.0871611
36,0.182444,0.0904741
37,0.182163,0.09435
38,0.1829,0.0707519
39,0.184241,0.0865324
40,0.18693,0.0967148
41,0.187648,0.0775759
42,0.187107,0.0847778
43,0.187181,0.0928204
44,0.188122,0.0928204
45,0.188233,0.110475
46,0.186841,0.113281
47,0.186331,0.109402
48,0.186837,0.105744
49,0.189,0.103285
50,0.189811,0.0883972
51,0.191704,0.09785
52,0.190993,0.093263
53,0.192878,0.0955759
54,0.196707,0.101319
55,0.20343,0.106954
56,0.207804,0.0934556
57,0.213696,0.110769
58,0.219604,0.118902
59,0.221774,0.111165
60,0.226885,0.1229
61,0.232796,0.128117
62,0.236785,0.120211
63,0.243659,0.138545
64,0.246819,0.142519
65,0.245607,0.119269
66,0.246104,0.135051
67,0.247144,0.141798
68,0.247307,0.120052
69,0.24677,0.120052
70,0.247056,0.149078
71,0.245848,0.117883
72,0.241511,0.152381
73,0.240852,0.129528
74,0.238026,0.117211
75,0.234781,0.115761
76,0.232667,0.140271
77,0.233352,0.106402
78,0.228541,0.162774
79,0.22523,0.17408
80,0.223144,0.128661
81,0.22337,0.113717
82,0.2254,0.10723
83,0.229147,0.0941315
84,0.240284,0.130174
85,0.251747,0.142206
86,0.25674,0.136882
87,0.26897,0.149365
88,0.282444,0.156292
89,0.288434,0.152255
90,0.298756,0.178566
91,0.308867,0.183384
92,0.312852,0.16925
93,0.320137,0.193726
94,0.387641,0.193726
95,0.38103,0.193726
96,0.374912,0.193726
97,0.370935,0.287095
98,0.367255,0.2589
99,0.369255,0.235206
100,0.365951,0.242689
101,0.359921,0.225045
102,0.35244,0.230848
103,0.350206,0.220761
104,0.345284,0.213246
105,0.339555,0.213035
106,0.336569,0.215135
107,0.334198,0.208878
108,0.333429,0.204598
109,0.332232,0.194603
110,0.329933,0.188
111,0.3267,0.196416
112,0.325044,0.193381
113,0.322192,0.176085
114,0.321004,0.189099
115,0.320502,0.181149
116,0.316303,0.162577
117,0.314301,0.174443
118,0.312322,0.176482
119,0.315534,0.176482
120,0.312574,0.189145
121,0.310577,0.195571
122,0.3081,0.18851
123,0.3043,0.169203
124,0.300819,0.173334
125,0.298604,0.158452
126,0.294763,0.155502
127,0.29247,0.158013
128,0.289728,0.143635
129,0.287623,0.156744
130,0.287437,0.188359
131,0.288278,0.147354
132,0.29047,0.165263
133,0.29053,0.155254
134,0.290341,0.141063
135,0.293559,0.157324
136,0.291463,0.154719
137,0.292104,0.139087
138,0.292222,0.142841
139,0.291004,0.14938
140,0.294011,0.143993
141,0.292872,0.142024
142,0.292477,0.141907
143,0.292744,0.140708
144,0.296108,0.140708
145,0.2944,0.16895
146,0.294033,0.166095
147,0.29207,0.154143
148,0.290522,0.149179
149,0.291815,0.130937
150,0.289104,0.175609
151,0.288596,0.129051
152,0.289848,0.11677
153,0.289044,0.134995
154,0.286596,0.144194
155,0.285689,0.119438
156,0.285023,0.184807
157,0.283664,0.133837
158,0.283408,0.0898315
159,0.282542,0.116244
160,0.283783,0.125782
161,0.284023,0.100272
162,0.284175,0.121894
163,0.283682,0.131294
164,0.286634,0.12582
165,0.284912,0.125821
166,0.285301,0.128613
167,0.284316,0.114553
168,0.285097,0.11701
169,0.286622,0.11701
170,0.287143,0.161907
